000300,CSI 300,600999,China Merchants Securities Co Ltd,SH
000300,CSI 300,601006,Daqin Railway Co Ltd,SH
000300,CSI 300,601009,Bank of Nanjing Co Ltd,SH
000300,CSI 300,601018,Ningbo Port Co Ltd,SH
000300,CSI 300,601088,China Shenhua Energy Co Ltd,SH
000300,CSI 300,601098,China South Publishing & Media Group Co Ltd,SH
000300,CSI 300,601111,Air China Ltd,SH
000300,CSI 300,601117,China National Chemical Engineering Co Ltd,SH
000300,CSI 300,601118,China Hainan Rubber Industry Group Co Ltd,SH
000300,CSI 300,601139,SZ Gas Co Ltd,SH
000300,CSI 300,601158,Chongqing Water Group Co Ltd,SH
000300,CSI 300,601166,Industrial Bank,SH
000300,CSI 300,601168,Western Mining Co Ltd,SH
000300,CSI 300,601169,Bank of Beijing Co Ltd,SH
000300,CSI 300,601179,China XD Electric Co Ltd,SH
000300,CSI 300,601186,China Railway Construction Co Ltd,SH
000300,CSI 300,601216,Inner Mongolia Junzheng Energy & Chemical Industry Co Ltd,SH
000300,CSI 300,601225,Shaanxi Coal Industry Company Limited,SH
000300,CSI 300,601231,Universal Scientific Industrial (SH) Co.Ltd.,SH
000300,CSI 300,601238,Guangzhou Automobile Group Co. Ltd.,SH
000300,CSI 300,601258,Pangda Automobile Trade Co Ltd,SH
000300,CSI 300,601288,Agricultural Bank of China Co Ltd,SH
000300,CSI 300,601299,China CNR Co Ltd,SH
000300,CSI 300,601318,Ping An Insurance (Group) Company of China Ltd,SH
000300,CSI 300,601328,Bank of Communications Co LTD,SH
000300,CSI 300,601333,Guangshen Railway,SH
000300,CSI 300,601336,New China Life Insurance Co Ltd,SH
000300,CSI 300,601377,Industrial Securities Co Ltd,SH
000300,CSI 300,601390,China Railway Co Ltd,SH
000300,CSI 300,601398,Industrial and Commercial Bank of China Ltd,SH
000300,CSI 300,601555,Soochow Securities Co Ltd,SH
000300,CSI 300,601600,Aluminum Corporation of China Limited,SH
000300,CSI 300,601601,China Pacific Insurance (Group) Co Ltd,SH
000300,CSI 300,601607,SH Pharmaceuticals Co Ltd,SH
000300,CSI 300,601618,Metallurgical Corporation of China Co Ltd,SH
000300,CSI 300,601628,China Life Insurance Company Limited,SH
000300,CSI 300,601633,Great Wall Motor Co Ltd,SH
000300,CSI 300,601666,Pingdingshan Tianan Coal Mining Co Ltd,SH
000300,CSI 300,601668,China State Construction Engineering Co Ltd,SH
000300,CSI 300,601669,Power Construction Corporation of ChinaLtd,SH
000300,CSI 300,601688,Huatai Securities Co Ltd,SH
000300,CSI 300,601699,Shanxi Lu'an Environmental Energy Development Co Ltd,SH
000300,CSI 300,601766,CSR Co Ltd,SH
000300,CSI 300,601800,China Communications Construction Company Limited,SH
000300,CSI 300,601808,China Oilfield Services Limited,SH
000300,CSI 300,601818,China Everbright Bank Co Ltd,SH
000300,CSI 300,601857,PetroChina Co Ltd,SH
000300,CSI 300,601866,China Shipping Container Lines Co Ltd,SH
000300,CSI 300,601888,China International Travel Service Co Ltd,SH
000300,CSI 300,601898,China Coal Energy Co Ltd,SH
000300,CSI 300,601899,Zijin Mining Group Co Ltd,SH
000300,CSI 300,601901,Founder Securities Co Ltd,SH
000300,CSI 300,601918,SDIC Xinji Energy Co Ltd,SH
000300,CSI 300,601928,Jiangsu Phoenix Publishing & Media Co Ltd,SH
000300,CSI 300,601929,JISHI MEDIA CO.LTD.,SH
000300,CSI 300,601933,Yonghui Superstores Co Ltd,SH
000300,CSI 300,601939,China Construction Bank,SH
000300,CSI 300,601958,Jinduicheng Molybdenum Co Ltd,SH
000300,CSI 300,601988,Bank of China Ltd,SH
000300,CSI 300,601989,China Shipbuilding Industry Co Ltd,SH
000300,CSI 300,601991,Datang Power Generation,SH
000300,CSI 300,601992,BBMG Corporation,SH
000300,CSI 300,601998,China Citic Bank Corporation Limited,SH
000300,CSI 300,603000,People.cn CO.LTD,SH
000300,CSI 300,603699,Neway Valve (Suzhou) Co. Ltd.,SH
000300,CSI 300,603993,China Molybdenum Co. Ltd.,SH
